SECAO;CANDIDATO;VOTOS
036;EDSON MIRANDA;1
036;ZOIM;1
036;TAZINHA;3
036;NADIA FRANCO;2
036;THIAGO DURÃES;8
036;CLEYTON GARDENAL;1
036;NILO DO TAXI;3
036;TIÃO DE OLEGARIO;5
036;MESSIAS;1
036;MARIA CLARA;4
036;AGNELO MEDINA;1
036;JOÃO ERIK PROTETOR;2
036;MOACIR OLIVEIRA;2
036;ELLEN JÉSSICA;1
036;GATINHO SARMENTO;1
036;HENILTON IMÓVEIS;4
036;ÍCARO CABELEREIRO;1
036;GERALDO DO PINCH;1
036;ZEZINHO DO SALÃO;5
036;LETICIA ASSISTENTE SOCIAL;1
036;MAERCIO;1
036;CIDA;1
036;JADSON;7
036;JOÃO DETETIVE;4
036;BENE DA BALANÇA;1
036;LIA DE BIDA;3
036;CLAUDINHA;1
036;VILSINHO;1
036;MOREIRA;5
036;PEU;1
036;CID RODRIGUES;3
036;DAYANNE CARDOSO;3
036;ZE MILTON;2
036;ERIC ERLON;4
036;MAURICIO COSTA;2
036;DILSON CORINGA DO BOI DE JANEI;2
036;ELIANY MAE ATIPICA;1
036;FABIO SOUZA;1
036;CAROL RODRIGUES;2
036;JOÃO LUIZ DE NEGÃO;17
036;EILTON SANTIAGO;10
036;JARBINHAS;1
036;ALAN MIRANDA;1
036;FABIO SALES;1
036;JUNIOR GARÇOM;3
036;CARLIM;2
037;MARCELO PETRONE;19
037;LORIM DA PADARIA;3
037;JOÃO PELA;6
037;MARINA SANTANA;2
037;CLAUDIO SAMPA;1
037;VERONICA CHAVES;1
037;DORINHA;5
037;HIANCA FERREIRA;2
037;BETINHA DE LÉ;4
037;LUIS VINICIUS DO CANTINHO;1
037;EDSON MIRANDA;4
037;ZOIM;1
037;TAZINHA;3
037;EVANDRO PINHO;3
037;SOLY;1
037;THIAGO DURÃES;6
037;JUNIO BARBOSA;3
037;NILO DO TAXI;5
037;TIÃO DE OLEGARIO;3
037;MESSIAS;1
037;KÉSLEY;1
037;MARIA CLARA;7
037;JOÃO ERIK PROTETOR;1
037;MORGANA FIGUEIREDO;1
037;JUAREZ DO TRATOR;1
037;HENILTON IMÓVEIS;1
037;ÍCARO CABELEREIRO;2
037;LUCAS BAIXINHO;3
037;SERGINHO DA AUTO ELETRICA;1
037;LETICIA ASSISTENTE SOCIAL;2
037;JADSON;15
037;JOÃO DETETIVE;5
037;BENE DA BALANÇA;1
037;LEILIANE PROFESSORA;3
037;LIA DE BIDA;2
037;VILSINHO;2
037;MOREIRA;7
037;GLAUBER DA SAÚDE;2
037;CID RODRIGUES;1
037;DAYANNE CARDOSO;5
037;ERIC ERLON;5
037;MAURICIO COSTA;1
037;GENIVALDO BARROS;5
037;DILSON CORINGA DO BOI DE JANEI;2
037;ELIANY MAE ATIPICA;1
037;JOÃO LUIZ DE NEGÃO;12
037;EILTON SANTIAGO;4
037;JARBINHAS;1
037;ALAN MIRANDA;1
037;PATTY;1
037;JUNIOR GARÇOM;8
037;CARLIM;5
038;MARCELO PETRONE;15
038;LORIM DA PADARIA;3
038;JOÃO PELA;3
038;MARINA SANTANA;1
038;VERONICA CHAVES;5
038;VALDECIR BADEGA;1
038;DORINHA;5
038;HIANCA FERREIRA;1
038;BETINHA DE LÉ;8
038;EDSON MIRANDA;3
038;ZOIM;2
038;TAZINHA;6
038;PRISCILA MATOS;2
038;EVANDRO PINHO;1
038;GIL PAGÓLE;1
038;THIAGO DURÃES;6
038;CLEYTON GARDENAL;1
038;JUNIO BARBOSA;2
038;PALOMA PIPOQUINHA;1
038;NILO DO TAXI;3
038;TIÃO DE OLEGARIO;3
038;MESSIAS;1
038;NINHÃO;1
038;KÉSLEY;2
038;MARIA CLARA;3
038;JOÃO ERIK PROTETOR;2
038;MOACIR OLIVEIRA;2
038;GATINHO SARMENTO;2
038;JUAREZ DO TRATOR;4
038;HENILTON IMÓVEIS;3
038;ZEZINHO DO SALÃO;3
038;SERGINHO DA AUTO ELETRICA;4
038;LETICIA ASSISTENTE SOCIAL;2
038;JADSON;9
038;JOÃO DETETIVE;10
038;BENE DA BALANÇA;1
038;LEILIANE PROFESSORA;1
038;LIA DE BIDA;1
038;VILSINHO;1
038;MOREIRA;5
038;PEU;1
038;CID RODRIGUES;1
038;DAYANNE CARDOSO;3
038;ZE MILTON;2
038;ERIC ERLON;4
038;MAURICIO COSTA;2
038;GENIVALDO BARROS;3
038;DILSON CORINGA DO BOI DE JANEI;3
038;JOÃO LUIZ DE NEGÃO;10
038;EILTON SANTIAGO;7
038;JARBINHAS;2
038;JUNIOR GARÇOM;9
038;CARLIM;5
039;MARCELO PETRONE;38
039;LORIM DA PADARIA;7
039;JOÃO PELA;4
039;MARINA SANTANA;2
039;VICTOR MOTORISTA BODÃO;2
039;CLAUDIO SAMPA;1
039;ADEMIR PEDREIRO;1
039;VERONICA CHAVES;1
039;DORINHA;8
039;HIANCA FERREIRA;1
039;BETINHA DE LÉ;3
039;DIM DEFICIENTE VISUAL;1
039;EDSON MIRANDA;3
039;ZOIM;1
039;TAZINHA;4
039;PRISCILA MATOS;2
039;SOLY;1
039;GIL PAGÓLE;1
039;NADIA FRANCO;2
039;THIAGO DURÃES;5
039;CLEYTON GARDENAL;2
039;JUNIO BARBOSA;5
039;NILO DO TAXI;4
039;TIÃO DE OLEGARIO;2
039;MESSIAS;2
039;NINHÃO;5
039;KÉSLEY;4
039;MARIA CLARA;11
039;JOÃO ERIK PROTETOR;3
039;MOACIR OLIVEIRA;2
039;ELIETE SILVEIRA;1
039;DEDÉ CAIPIRA;1
039;MÁRCIO EVENTOS;1
039;GATINHO SARMENTO;2
039;JUAREZ DO TRATOR;2
039;HENILTON IMÓVEIS;3
039;ÍCARO CABELEREIRO;4
039;ZEZINHO DO SALÃO;3
039;LUCAS BAIXINHO;2
039;RUBINHO ENFERMEIRO;1
039;SERGINHO DA AUTO ELETRICA;1
039;LETICIA ASSISTENTE SOCIAL;2
039;MAERCIO;2
039;PEDINHA DO BAR;2
039;JADSON;24
039;JOÃO DETETIVE;7
039;LIA DE BIDA;1
039;MOREIRA;9
039;PEU;2
039;CID RODRIGUES;3
039;DAYANNE CARDOSO;2
039;ZE MILTON;5
039;ERIC ERLON;8
039;GENIVALDO BARROS;2
039;JOÃO LUIZ DE NEGÃO;20
039;EILTON SANTIAGO;3
039;JARBINHAS;1
039;ALAN MIRANDA;1
039;FABIO SALES;2
039;JUNIOR GARÇOM;3
039;CARLIM;8
039;SELMA MORENA;1
040;MARCELO PETRONE;32
040;LORIM DA PADARIA;5
040;JOÃO PELA;4
040;MARINA SANTANA;1
040;VALDECIR BADEGA;1
040;DORINHA;6
040;BETINHA DE LÉ;3
040;DIM DEFICIENTE VISUAL;1
040;EDSON MIRANDA;2
040;TAZINHA;4
040;PRISCILA MATOS;4
040;EVANDRO PINHO;1
040;NADIA FRANCO;2
040;THIAGO DURÃES;6
040;CLEYTON GARDENAL;2
040;JUNIO BARBOSA;3
040;NILO DO TAXI;1
040;TIÃO DE OLEGARIO;9
040;MESSIAS;1
040;NINHÃO;1
040;KÉSLEY;7
040;MARIA CLARA;5
040;JOÃO ERIK PROTETOR;1
040;MOACIR OLIVEIRA;4
040;MÁRCIO EVENTOS;1
040;MORGANA FIGUEIREDO;1
040;HENILTON IMÓVEIS;5
040;ÍCARO CABELEREIRO;3
040;ZEZINHO DO SALÃO;8
040;LUCAS BAIXINHO;1
040;SERGINHO DA AUTO ELETRICA;1
040;LETICIA ASSISTENTE SOCIAL;5
040;CIDA;1
040;PEDINHA DO BAR;2
040;JADSON;15
040;JOÃO DETETIVE;4
040;BENE DA BALANÇA;1
040;CLAUDINHA;2
040;MOREIRA;9
040;PEU;1
040;GLAUBER DA SAÚDE;1
040;DAYANNE CARDOSO;4
040;ZE MILTON;3
040;ERIC ERLON;7
040;MAURICIO COSTA;2
040;GENIVALDO BARROS;1
040;DILSON CORINGA DO BOI DE JANEI;2
040;FABIO SOUZA;1
040;JOÃO LUIZ DE NEGÃO;24
040;EILTON SANTIAGO;10
040;JARBINHAS;1
040;JUNIOR GARÇOM;10
040;CARLIM;7
040;SELMA MORENA;1
041;MARCELO PETRONE;26
041;LORIM DA PADARIA;9
041;JOÃO PELA;11
041;CLAUDIO SAMPA;1
041;ADEMIR PEDREIRO;1
041;VERONICA CHAVES;1
041;VALDECIR BADEGA;3
041;DORINHA;3
041;BETINHA DE LÉ;7
041;DIM DEFICIENTE VISUAL;1
041;EDSON MIRANDA;7
041;ZOIM;1
041;TAZINHA;3
041;PRISCILA MATOS;1
041;EVANDRO PINHO;3
041;SOLY;2
041;THIAGO DURÃES;9
041;CLEYTON GARDENAL;3
041;JUNIO BARBOSA;8
041;NILO DO TAXI;2
041;TIÃO DE OLEGARIO;4
041;MESSIAS;1
041;NINHÃO;2
041;KÉSLEY;3
041;MARIA CLARA;5
041;JOÃO ERIK PROTETOR;1
041;MOACIR OLIVEIRA;2
041;ELIETE SILVEIRA;1
041;ELLEN JÉSSICA;1
041;GATINHO SARMENTO;4
041;JUAREZ DO TRATOR;1
041;HENILTON IMÓVEIS;2
041;ÍCARO CABELEREIRO;5
041;GERALDO DO PINCH;1
041;ZEZINHO DO SALÃO;5
041;RUBINHO ENFERMEIRO;2
041;SERGINHO DA AUTO ELETRICA;2
041;LETICIA ASSISTENTE SOCIAL;4
041;PEDINHA DO BAR;3
041;JADSON;20
041;JOÃO DETETIVE;6
041;JO DA PADARIA;1
041;BENE DA BALANÇA;1
041;LEILIANE PROFESSORA;2
041;CLAUDINHA;1
041;VILSINHO;2
041;VAGNER DA DENGUE;1
041;MOREIRA;10
041;GLAUBER DA SAÚDE;2
041;CID RODRIGUES;3
041;SAMUEL RODRIGUES;2
041;DAYANNE CARDOSO;5
041;ZE MILTON;2
041;ERIC ERLON;6
041;ESTÉ DO BRIGADEIRO;1
041;GENIVALDO BARROS;2
041;DILSON CORINGA DO BOI DE JANEI;1
041;ELIANY MAE ATIPICA;1
041;FABIO SOUZA;2
041;CAROL RODRIGUES;1
041;JOÃO LUIZ DE NEGÃO;26
041;EILTON SANTIAGO;7
041;JARBINHAS;1
041;JUNIOR GARÇOM;14
041;CARLIM;4
041;HAYANNE ERIKA;1
042;MARCELO PETRONE;17
042;LORIM DA PADARIA;3
042;JOÃO PELA;3
042;CLAUDIO SAMPA;1
042;ADEMIR PEDREIRO;2
042;LICO DA MATRONA;1
042;VERONICA CHAVES;1
042;DORINHA;2
042;BETINHA DE LÉ;2
042;EDSON MIRANDA;2
042;TAZINHA;3
042;EVANDRO PINHO;1
042;GIL PAGÓLE;1
042;THIAGO DURÃES;5
042;JUNIO BARBOSA;5
042;GERALDINHO;1
042;NILO DO TAXI;5
042;TIÃO DE OLEGARIO;7
042;MESSIAS;2
042;NINHÃO;24
042;KÉSLEY;2
042;MARIA CLARA;8
042;MOACIR OLIVEIRA;1
042;ELIETE SILVEIRA;1
042;TINA SOARES;1
042;HENILTON IMÓVEIS;1
042;ÍCARO CABELEREIRO;3
042;ZEZINHO DO SALÃO;7
042;LUCAS BAIXINHO;1
042;RUBINHO ENFERMEIRO;2
042;LETICIA ASSISTENTE SOCIAL;1
042;PEDINHA DO BAR;1
042;JADSON;34
042;JOÃO DETETIVE;11
042;BENE DA BALANÇA;1
042;LIA DE BIDA;1
042;CLAUDINHA;1
042;MOREIRA;6
042;GLAUBER DA SAÚDE;2
042;ELIZENE;1
042;ZE MILTON;1
042;ERIC ERLON;1
042;DILSON CORINGA DO BOI DE JANEI;2
042;FABIO SOUZA;2
042;CAROL RODRIGUES;1
042;JOÃO LUIZ DE NEGÃO;15
042;EILTON SANTIAGO;6
042;JARBINHAS;3
042;ALAN MIRANDA;1
042;JUNIOR GARÇOM;4
042;CARLIM;6
043;MARCELO PETRONE;19
043;JOÃO PELA;1
043;ADEMIR PEDREIRO;1
043;VERONICA CHAVES;1
043;VALDECIR BADEGA;1
043;DORINHA;5
043;BETINHA DE LÉ;3
043;PEDRO (PH);1
043;EDSON MIRANDA;3
043;ZOIM;1
043;GIL PAGÓLE;1
043;THIAGO DURÃES;5
043;CLEYTON GARDENAL;1
043;JUNIO BARBOSA;7
043;NILO DO TAXI;4
043;TIÃO DE OLEGARIO;2
043;MESSIAS;7
043;NINHÃO;34
043;MARIA CLARA;7
043;JOÃO ERIK PROTETOR;1
043;MOACIR OLIVEIRA;5
043;ELIETE SILVEIRA;1
043;GATINHO SARMENTO;2
043;ÍCARO CABELEREIRO;5
043;ZEZINHO DO SALÃO;5
043;LUCAS BAIXINHO;1
043;RUBINHO ENFERMEIRO;2
043;MAERCIO;3
043;PEDINHA DO BAR;1
043;JADSON;33
043;JOÃO DETETIVE;9
043;DALVA;1
043;LEILIANE PROFESSORA;1
043;VILSINHO;2
043;MOREIRA;4
043;GLAUBER DA SAÚDE;3
043;CID RODRIGUES;2
043;DAYANNE CARDOSO;2
043;ZE MILTON;2
043;ERIC ERLON;2
043;MAURICIO COSTA;2
043;ELIANY MAE ATIPICA;2
043;FABIO SOUZA;1
043;JOÃO LUIZ DE NEGÃO;14
043;EILTON SANTIAGO;8
043;JARBINHAS;2
043;JUNIOR GARÇOM;3
043;CARLIM;9
044;MARCELO PETRONE;28
044;LORIM DA PADARIA;3
044;JOÃO PELA;5
044;MARINA SANTANA;3
044;VICTOR MOTORISTA BODÃO;1
044;CLAUDIO SAMPA;2
044;ADEMIR PEDREIRO;1
044;VERONICA CHAVES;1
044;DORINHA;6
044;HIANCA FERREIRA;1
044;BETINHA DE LÉ;3
044;LUIS VINICIUS DO CANTINHO;1
044;DIM DEFICIENTE VISUAL;1
044;EDSON MIRANDA;3
044;ZOIM;6
044;TAZINHA;5
044;PRISCILA MATOS;2
044;EVANDRO PINHO;2
044;GIL PAGÓLE;1
044;NADIA FRANCO;1
044;THIAGO DURÃES;10
044;CLEYTON GARDENAL;4
044;JUNIO BARBOSA;3
044;NILO DO TAXI;2
044;TIÃO DE OLEGARIO;9
044;KÉSLEY;3
044;MARIA CLARA;8
044;MOACIR OLIVEIRA;5
044;MÁRCIO EVENTOS;1
044;ELLEN JÉSSICA;1
044;GATINHO SARMENTO;2
044;JUAREZ DO TRATOR;2
044;HENILTON IMÓVEIS;7
044;ZEZINHO DO SALÃO;10
044;RUBINHO ENFERMEIRO;1
044;SERGINHO DA AUTO ELETRICA;1
044;LETICIA ASSISTENTE SOCIAL;1
044;MAERCIO;1
044;PEDINHA DO BAR;1
044;JADSON;6
044;JO DA PADARIA;1
044;BENE DA BALANÇA;7
044;LEILIANE PROFESSORA;1
044;LIA DE BIDA;2
044;VILSINHO;2
044;VAGNER DA DENGUE;1
044;MOREIRA;11
044;PEU;1
044;ZE MILTON;1
044;ERIC ERLON;4
044;MAURICIO COSTA;1
044;ELIANY MAE ATIPICA;1
044;CAROL RODRIGUES;5
044;JOÃO LUIZ DE NEGÃO;16
044;EILTON SANTIAGO;8
044;JARBINHAS;1
044;ALAN MIRANDA;1
044;FABIO SALES;3
044;JUNIOR GARÇOM;5
044;CARLIM;3
045;MARCELO PETRONE;29
045;LORIM DA PADARIA;1
045;JOÃO PELA;7
045;MARINA SANTANA;3
045;VICTOR MOTORISTA BODÃO;1
045;CLAUDIO SAMPA;3
045;ADEMIR PEDREIRO;1
045;DORINHA;7
045;BETINHA DE LÉ;1
045;ORALDO MARTINS;2
045;DIM DEFICIENTE VISUAL;2
045;EDSON MIRANDA;5
045;ZOIM;4
045;TAZINHA;3
045;PRISCILA MATOS;1
045;NADIA FRANCO;1
045;THIAGO DURÃES;3
045;JUNIO BARBOSA;1
045;NILO DO TAXI;6
045;TIÃO DE OLEGARIO;9
045;MESSIAS;1
045;NINHÃO;1
045;KÉSLEY;4
045;MARIA CLARA;8
045;JOÃO ERIK PROTETOR;1
045;MOACIR OLIVEIRA;6
045;ELIETE SILVEIRA;1
045;ELLEN JÉSSICA;3
045;GATINHO SARMENTO;1
045;JUAREZ DO TRATOR;1
045;HENILTON IMÓVEIS;7
045;ÍCARO CABELEREIRO;1
045;ZEZINHO DO SALÃO;5
045;LUCAS BAIXINHO;2
045;SERGINHO DA AUTO ELETRICA;3
045;LETICIA ASSISTENTE SOCIAL;2
045;MAERCIO;4
045;JADSON;14
045;JOÃO DETETIVE;3
045;JO DA PADARIA;2
045;BENE DA BALANÇA;8
045;LEILIANE PROFESSORA;1
045;LIA DE BIDA;5
045;MOREIRA;10
045;PEU;2
045;GLAUBER DA SAÚDE;1
045;CID RODRIGUES;1
045;SAMUEL RODRIGUES;1
045;ZE MILTON;1
045;ERIC ERLON;1
045;MAURICIO COSTA;3
045;GENIVALDO BARROS;1
045;DILSON CORINGA DO BOI DE JANEI;1
045;CAROL RODRIGUES;1
045;JOÃO LUIZ DE NEGÃO;15
045;EILTON SANTIAGO;4
045;JARBINHAS;3
045;GERSON TEIXEIRA;3
045;ALAN MIRANDA;1
045;FABIO SALES;2
045;JUNIOR GARÇOM;3
045;CARLIM;4
045;SELMA MORENA;1
046;MARCELO PETRONE;17
046;LORIM DA PADARIA;3
046;JOÃO PELA;9
046;MARINA SANTANA;2
046;VICTOR MOTORISTA BODÃO;1
046;CLAUDIO SAMPA;1
046;ADEMIR PEDREIRO;1
046;VERONICA CHAVES;4
046;DORINHA;6
046;BETINHA DE LÉ;2
046;ORALDO MARTINS;2
046;RAFA XCAR;1
046;EDSON MIRANDA;10
046;ZOIM;5
046;TAZINHA;4
046;PRISCILA MATOS;1
046;THIAGO DURÃES;14
046;NILO DO TAXI;2
046;TIÃO DE OLEGARIO;6
046;LEIDE DA SAÚDE;1
046;NINHÃO;2
046;KÉSLEY;2
046;MARIA CLARA;11
046;JOÃO ERIK PROTETOR;1
046;NILCE ARTESÃ;2
046;MOACIR OLIVEIRA;10
046;GATINHO SARMENTO;2
046;JUAREZ DO TRATOR;3
046;HENILTON IMÓVEIS;5
046;ZEZINHO DO SALÃO;12
046;LUCAS BAIXINHO;2
046;SERGINHO DA AUTO ELETRICA;4
046;LETICIA ASSISTENTE SOCIAL;1
046;PEDINHA DO BAR;1
046;JADSON;17
046;JOÃO DETETIVE;3
046;JO DA PADARIA;1
046;BENE DA BALANÇA;1
046;LIA DE BIDA;5
046;VAGNER DA DENGUE;1
046;MOREIRA;4
046;PEU;2
046;GLAUBER DA SAÚDE;2
046;SAMUEL RODRIGUES;1
046;DAYANNE CARDOSO;1
046;ZE MILTON;1
046;ERIC ERLON;7
046;MAURICIO COSTA;2
046;FABIO SOUZA;1
046;CAROL RODRIGUES;1
046;JOÃO LUIZ DE NEGÃO;12
046;EILTON SANTIAGO;5
046;JARBINHAS;2
046;GERSON TEIXEIRA;1
046;ALAN MIRANDA;1
046;FABIO SALES;3
046;PATTY;2
046;JUNIOR GARÇOM;7
046;CARLIM;11
046;DEOLINDA DO FORRO;2
047;MARCELO PETRONE;15
047;LORIM DA PADARIA;4
047;JOÃO PELA;10
047;MARINA SANTANA;1
047;VERONICA CHAVES;1
047;VALDECIR BADEGA;1
047;DORINHA;3
047;HIANCA FERREIRA;1
047;BETINHA DE LÉ;5
047;GISELE;1
047;ORALDO MARTINS;2
047;RAFA XCAR;1
047;MARLY;1
047;EDSON MIRANDA;7
047;ZOIM;2
047;TAZINHA;4
047;PRISCILA MATOS;1
047;NADIA FRANCO;1
047;THIAGO DURÃES;7
047;CLEYTON GARDENAL;2
047;JUNIO BARBOSA;3
047;TIÃO DE OLEGARIO;10
047;LEIDE DA SAÚDE;2
047;NINHÃO;1
047;MARIA CLARA;6
047;AGNELO MEDINA;1
047;JOÃO ERIK PROTETOR;1
047;MOACIR OLIVEIRA;10
047;GATINHO SARMENTO;2
047;JUAREZ DO TRATOR;1
047;HENILTON IMÓVEIS;17
047;ZEZINHO DO SALÃO;12
047;SERGINHO DA AUTO ELETRICA;1
047;LETICIA ASSISTENTE SOCIAL;2
047;PEDINHA DO BAR;1
047;JADSON;11
047;JOÃO DETETIVE;4
047;DALVA;1
047;BENE DA BALANÇA;8
047;LEILIANE PROFESSORA;1
047;LIA DE BIDA;4
047;MOREIRA;6
047;PEU;1
047;DAYANNE CARDOSO;1
047;ERIC ERLON;7
047;GENIVALDO BARROS;2
047;DILSON CORINGA DO BOI DE JANEI;1
047;ELIANY MAE ATIPICA;1
047;CAROL RODRIGUES;3
047;JOÃO LUIZ DE NEGÃO;11
047;EILTON SANTIAGO;8
047;JARBINHAS;5
047;GERSON TEIXEIRA;2
047;ALAN MIRANDA;3
047;FABIO SALES;4
047;PATTY;3
047;JUNIOR GARÇOM;8
047;CARLIM;7
048;MARCELO PETRONE;16
048;LORIM DA PADARIA;3
048;JOÃO PELA;11
048;MARINA SANTANA;1
048;VICTOR MOTORISTA BODÃO;4
048;ADEMIR PEDREIRO;1
048;VERONICA CHAVES;1
048;VALDECIR BADEGA;1
048;DORINHA;5
048;BETINHA DE LÉ;6
048;GISELE;1
048;EDSON MIRANDA;9
048;ZOIM;5
048;TAZINHA;10
048;PRISCILA MATOS;1
048;GIL PAGÓLE;1
048;THIAGO DURÃES;3
048;CLEYTON GARDENAL;2
048;JUNIO BARBOSA;4
048;NILO DO TAXI;5
048;TIÃO DE OLEGARIO;9
048;MESSIAS;2
048;KÉSLEY;4
048;MARIA CLARA;6
048;MOACIR OLIVEIRA;8
048;GATINHO SARMENTO;4
048;HENILTON IMÓVEIS;7
048;ÍCARO CABELEREIRO;1
048;ZEZINHO DO SALÃO;5
048;LUCAS BAIXINHO;1
048;SERGINHO DA AUTO ELETRICA;4
048;LETICIA ASSISTENTE SOCIAL;2
048;MAERCIO;3
048;PEDINHA DO BAR;2
048;JADSON;6
048;JOÃO DETETIVE;4
048;JO DA PADARIA;1
048;BENE DA BALANÇA;5
048;LEILIANE PROFESSORA;2
048;LIA DE BIDA;9
048;VAGNER DA DENGUE;2
048;MOREIRA;6
048;PEU;5
048;GLAUBER DA SAÚDE;3
048;CID RODRIGUES;1
048;DAYANNE CARDOSO;1
048;ZE MILTON;3
048;ERIC ERLON;4
048;MAURICIO COSTA;2
048;ELIANY MAE ATIPICA;2
048;CAROL RODRIGUES;1
048;JOÃO LUIZ DE NEGÃO;10
048;EILTON SANTIAGO;7
048;JARBINHAS;1
048;GERSON TEIXEIRA;1
048;ALAN MIRANDA;4
048;FABIO SALES;4
048;JUNIOR GARÇOM;3
048;CARLIM;7
049;MARCELO PETRONE;28
049;LORIM DA PADARIA;3
049;JOÃO PELA;9
049;MARINA SANTANA;2
049;VICTOR MOTORISTA BODÃO;1
049;CLAUDIO SAMPA;3
049;ADEMIR PEDREIRO;1
049;VERONICA CHAVES;1
049;ANISIA DO SANTO ANTONIO;3
049;VALDECIR BADEGA;1
049;DORINHA;6
049;BETINHA DE LÉ;10
049;ORALDO MARTINS;2
049;EDSON MIRANDA;5
049;ZOIM;6
049;TAZINHA;8
049;PRISCILA MATOS;2
049;EVANDRO PINHO;1
049;GIL PAGÓLE;1
049;NADIA FRANCO;1
049;THIAGO DURÃES;8
049;JUNIO BARBOSA;4
049;PALOMA PIPOQUINHA;1
049;NILO DO TAXI;3
049;TIÃO DE OLEGARIO;5
049;MESSIAS;1
049;KÉSLEY;1
049;MARIA CLARA;8
049;NILCE ARTESÃ;4
049;MOACIR OLIVEIRA;6
049;ELLEN JÉSSICA;1
049;JUAREZ DO TRATOR;1
049;HENILTON IMÓVEIS;8
049;ÍCARO CABELEREIRO;1
049;ZEZINHO DO SALÃO;5
049;LUCAS BAIXINHO;2
049;SERGINHO DA AUTO ELETRICA;5
049;MAERCIO;3
049;PEDINHA DO BAR;1
049;JADSON;14
049;JOÃO DETETIVE;2
049;JO DA PADARIA;1
049;BENE DA BALANÇA;3
049;LEILIANE PROFESSORA;2
049;LIA DE BIDA;6
049;VILSINHO;1
049;VAGNER DA DENGUE;1
049;MOREIRA;4
049;PEU;1
049;GLAUBER DA SAÚDE;3
049;CID RODRIGUES;3
049;SAMUEL RODRIGUES;1
049;ZE MILTON;3
049;ERIC ERLON;3
049;MAURICIO COSTA;2
049;GENIVALDO BARROS;1
049;ELIANY MAE ATIPICA;1
049;CAROL RODRIGUES;3
049;JOÃO LUIZ DE NEGÃO;9
049;EILTON SANTIAGO;9
049;JARBINHAS;3
049;GERSON TEIXEIRA;1
049;ALAN MIRANDA;2
049;FABIO SALES;1
049;PATTY;1
049;JUNIOR GARÇOM;6
049;CARLIM;10
049;HAYANNE ERIKA;2
049;SELMA MORENA;1
055;MARCELO PETRONE;3
055;JOÃO PELA;4
055;CLAUDIO SAMPA;8
055;VERONICA CHAVES;1
055;DORINHA;4
055;BETINHA DE LÉ;12
055;LUIS VINICIUS DO CANTINHO;2
055;EDSON MIRANDA;3
055;TAZINHA;20
055;PRISCILA MATOS;1
