SECAO;CANDIDATO;VOTOS
055;THIAGO DURÃES;4
055;CLEYTON GARDENAL;21
055;TIÃO DE OLEGARIO;4
055;LEIDE DA SAÚDE;4
055;KÉSLEY;9
055;MARIA CLARA;2
055;JUAREZ DO TRATOR;4
055;HENILTON IMÓVEIS;2
055;ZEZINHO DO SALÃO;1
055;LETICIA ASSISTENTE SOCIAL;2
055;MAERCIO;7
055;JADSON;1
055;JOÃO DETETIVE;2
055;BENE DA BALANÇA;1
055;CID RODRIGUES;1
055;CAROL RODRIGUES;1
055;JOÃO LUIZ DE NEGÃO;4
055;EILTON SANTIAGO;3
055;JARBINHAS;16
056;MARCELO PETRONE;34
056;JOÃO PELA;4
056;ADEMIR PEDREIRO;1
056;DORINHA;30
056;BETINHA DE LÉ;18
056;WESLEY GARÇOM;2
056;TAZINHA;6
056;PRISCILA MATOS;1
056;THIAGO DURÃES;8
056;TIÃO DE OLEGARIO;1
056;NINHÃO;2
056;MARIA CLARA;1
056;MOACIR OLIVEIRA;39
056;ZEZINHO DO SALÃO;1
056;PEDINHA DO BAR;2
056;JADSON;1
056;LIA DE BIDA;1
056;GLAUBER DA SAÚDE;1
056;JOÃO LUIZ DE NEGÃO;4
056;JUNIOR GARÇOM;1
056;DEOLINDA DO FORRO;1
059;MARCELO PETRONE;1
059;JOÃO PELA;3
059;CLAUDIO SAMPA;2
059;ADEMIR PEDREIRO;1
059;ANISIA DO SANTO ANTONIO;1
059;DORINHA;1
059;BETINHA DE LÉ;22
059;TAZINHA;6
059;CLEYTON GARDENAL;2
059;TIÃO DE OLEGARIO;7
059;LEIDE DA SAÚDE;4
059;JUAREZ DO TRATOR;6
059;JARBINHAS;3
060;MARCELO PETRONE;6
060;DORINHA;19
060;ORALDO MARTINS;1
060;WESLEY GARÇOM;1
060;EDSON MIRANDA;10
060;THIAGO DURÃES;4
060;TIÃO DE OLEGARIO;20
060;KÉSLEY;3
060;GATINHO SARMENTO;9
060;SERGINHO DA AUTO ELETRICA;1
060;PEDINHA DO BAR;5
060;JOÃO DETETIVE;3
060;BENE DA BALANÇA;1
060;GLAUBER DA SAÚDE;1
060;MAURICIO COSTA;1
060;GENIVALDO BARROS;2
060;CAROL RODRIGUES;1
060;EILTON SANTIAGO;10
060;ALAN MIRANDA;4
060;JUNIOR GARÇOM;1
060;CARLIM;1
061;MARCELO PETRONE;12
061;JOÃO PELA;15
061;MARINA SANTANA;1
061;CLAUDIO SAMPA;1
061;ANISIA DO SANTO ANTONIO;7
061;DORINHA;5
061;BETINHA DE LÉ;15
061;LUIS VINICIUS DO CANTINHO;14
061;EDSON MIRANDA;2
061;TAZINHA;28
061;SOLY;1
061;THIAGO DURÃES;4
061;NILO DO TAXI;1
061;KÉSLEY;1
061;MARIA CLARA;3
061;MOACIR OLIVEIRA;3
061;HENILTON IMÓVEIS;6
061;MAERCIO;1
061;JOÃO DETETIVE;1
061;LIA DE BIDA;1
061;VAGNER DA DENGUE;1
061;CID RODRIGUES;1
061;JARBINHAS;2
061;JUNIOR GARÇOM;1
061;CARLIM;2
062;MARCELO PETRONE;8
062;JOÃO PELA;29
062;CLAUDIO SAMPA;4
062;ADEMIR PEDREIRO;1
062;VERONICA CHAVES;2
062;ANISIA DO SANTO ANTONIO;5
062;DORINHA;6
062;BETINHA DE LÉ;15
062;LUIS VINICIUS DO CANTINHO;31
062;EDSON MIRANDA;2
062;TAZINHA;32
062;THIAGO DURÃES;3
062;CLEYTON GARDENAL;1
062;TIÃO DE OLEGARIO;2
062;KÉSLEY;1
062;MOACIR OLIVEIRA;7
062;HENILTON IMÓVEIS;3
062;ÍCARO CABELEREIRO;2
062;MAERCIO;1
062;JADSON;1
062;JOÃO DETETIVE;1
062;BENE DA BALANÇA;4
062;JOÃO LUIZ DE NEGÃO;2
062;EILTON SANTIAGO;1
062;JARBINHAS;3
062;FABIO SALES;1
062;PATTY;1
062;JUNIOR GARÇOM;1
062;CARLIM;2
063;MARCELO PETRONE;46
063;DORINHA;44
063;BETINHA DE LÉ;2
063;EDSON MIRANDA;2
063;TAZINHA;2
063;PRISCILA MATOS;1
063;THIAGO DURÃES;2
063;TIÃO DE OLEGARIO;2
063;MARIA CLARA;1
063;MOACIR OLIVEIRA;6
063;HENILTON IMÓVEIS;1
063;ZEZINHO DO SALÃO;1
063;PEDINHA DO BAR;11
063;JOÃO DETETIVE;2
063;JO DA PADARIA;1
063;MOREIRA;1
063;JUNIOR GARÇOM;4
064;MARCELO PETRONE;60
064;JOÃO PELA;2
064;DORINHA;40
064;BETINHA DE LÉ;5
064;EDSON MIRANDA;2
064;TAZINHA;4
064;PRISCILA MATOS;1
064;NADIA FRANCO;1
064;CLEYTON GARDENAL;1
064;JUNIO BARBOSA;2
064;TIÃO DE OLEGARIO;2
064;MARIA CLARA;3
064;MOACIR OLIVEIRA;12
064;HENILTON IMÓVEIS;1
064;ZEZINHO DO SALÃO;3
064;SERGINHO DA AUTO ELETRICA;1
064;PEDINHA DO BAR;10
064;JOÃO DETETIVE;2
064;CID RODRIGUES;2
064;MAURICIO COSTA;3
064;JOÃO LUIZ DE NEGÃO;1
064;JUNIOR GARÇOM;1
064;CARLIM;3
064;SELMA MORENA;1
075;MARCELO PETRONE;7
075;LORIM DA PADARIA;3
075;JOÃO PELA;4
075;MARINA SANTANA;1
075;DORINHA;10
075;BETINHA DE LÉ;3
075;GISELE;3
075;DIM DEFICIENTE VISUAL;1
075;EDSON MIRANDA;19
075;PRISCILA MATOS;2
075;THIAGO DURÃES;10
075;CLEYTON GARDENAL;1
075;JUNIO BARBOSA;2
075;TIÃO DE OLEGARIO;18
075;KÉSLEY;2
075;MOACIR OLIVEIRA;1
075;HENILTON IMÓVEIS;1
075;SERGINHO DA AUTO ELETRICA;2
075;JADSON;3
075;MOREIRA;3
075;CID RODRIGUES;5
075;ZE MILTON;1
075;JOÃO LUIZ DE NEGÃO;1
075;EILTON SANTIAGO;1
075;JUNIOR GARÇOM;1
076;MARCELO PETRONE;8
076;JOÃO PELA;5
076;CLAUDIO SAMPA;39
076;VERONICA CHAVES;3
076;DORINHA;3
076;BETINHA DE LÉ;10
076;LUIS VINICIUS DO CANTINHO;1
076;EDSON MIRANDA;1
076;TAZINHA;63
076;THIAGO DURÃES;2
076;CLEYTON GARDENAL;1
076;NILO DO TAXI;1
076;TIÃO DE OLEGARIO;5
076;MESSIAS;1
076;MARIA CLARA;1
076;AGNELO MEDINA;1
076;JUAREZ DO TRATOR;3
076;ÍCARO CABELEREIRO;1
076;JADSON;1
076;LIA DE BIDA;1
076;ERIC ERLON;2
076;GENIVALDO BARROS;1
076;ELIANY MAE ATIPICA;1
076;JOÃO LUIZ DE NEGÃO;1
076;EILTON SANTIAGO;2
076;JARBINHAS;1
076;JUNIOR GARÇOM;2
076;CARLIM;2
077;MARCELO PETRONE;6
077;JOÃO PELA;5
077;CLAUDIO SAMPA;1
077;ANISIA DO SANTO ANTONIO;3
077;DORINHA;1
077;BETINHA DE LÉ;6
077;LUIS VINICIUS DO CANTINHO;1
077;TAZINHA;8
077;EVANDRO PINHO;1
077;HENILTON IMÓVEIS;1
077;ÍCARO CABELEREIRO;1
077;PEDINHA DO BAR;2
077;JADSON;1
077;JOÃO LUIZ DE NEGÃO;3
077;JUNIOR GARÇOM;4
086;MARCELO PETRONE;40
086;LORIM DA PADARIA;43
086;JOÃO PELA;3
086;CLAUDIO SAMPA;2
086;VERONICA CHAVES;2
086;DORINHA;2
086;BETINHA DE LÉ;4
086;EDSON MIRANDA;1
086;THIAGO DURÃES;1
086;JUNIO BARBOSA;9
086;PALOMA PIPOQUINHA;1
086;TIÃO DE OLEGARIO;12
086;MESSIAS;1
086;NINHÃO;1
086;MARIA CLARA;9
086;ANDRE CAIRES;1
086;MOACIR OLIVEIRA;1
086;ELLEN JÉSSICA;2
086;HENILTON IMÓVEIS;4
086;RUBINHO ENFERMEIRO;1
086;LETICIA ASSISTENTE SOCIAL;1
086;MAERCIO;1
086;PEDINHA DO BAR;2
086;JADSON;1
086;MOREIRA;3
086;ERIC ERLON;1
086;GENIVALDO BARROS;2
086;JOÃO LUIZ DE NEGÃO;3
086;EILTON SANTIAGO;1
086;JARBINHAS;1
086;FABIO SALES;1
086;JUNIOR GARÇOM;2
086;CARLIM;1
088;MARCELO PETRONE;17
088;JOÃO PELA;70
088;CLAUDIO SAMPA;8
088;ADEMIR PEDREIRO;2
088;VERONICA CHAVES;11
088;ANISIA DO SANTO ANTONIO;2
088;VALDECIR BADEGA;1
088;BETINHA DE LÉ;17
088;ORALDO MARTINS;1
088;EDSON MIRANDA;3
088;TAZINHA;50
088;SOLY;1
088;THIAGO DURÃES;5
088;CLEYTON GARDENAL;3
088;MARIA CLARA;3
088;MOACIR OLIVEIRA;7
088;GATINHO SARMENTO;1
088;JUAREZ DO TRATOR;13
088;HENILTON IMÓVEIS;1
088;ZEZINHO DO SALÃO;9
088;LUCAS BAIXINHO;1
088;CIDA;2
088;PEDINHA DO BAR;1
088;JADSON;1
088;JOÃO DETETIVE;6
088;JO DA PADARIA;1
088;BENE DA BALANÇA;1
088;GLAUBER DA SAÚDE;1
088;ERIC ERLON;2
088;JOÃO LUIZ DE NEGÃO;2
088;EILTON SANTIAGO;3
088;JUNIOR GARÇOM;2
089;MARCELO PETRONE;5
089;JOÃO PELA;9
089;DORINHA;2
089;BETINHA DE LÉ;1
089;EDSON MIRANDA;101
089;NADIA FRANCO;1
089;THIAGO DURÃES;4
089;PALOMA PIPOQUINHA;1
089;NILO DO TAXI;1
089;TIÃO DE OLEGARIO;21
089;HENILTON IMÓVEIS;2
089;JADSON;1
089;PEU;1
089;EILTON SANTIAGO;1
089;CARLIM;2
090;MARCELO PETRONE;1
090;JOÃO PELA;10
090;BETINHA DE LÉ;3
090;EDSON MIRANDA;120
090;THIAGO DURÃES;4
090;TIÃO DE OLEGARIO;26
090;MARIA CLARA;1
090;HENILTON IMÓVEIS;3
090;LUCAS BAIXINHO;1
090;JADSON;1
090;LIA DE BIDA;1
090;MOREIRA;2
090;JOÃO LUIZ DE NEGÃO;1
090;CARLIM;1
090;HAYANNE ERIKA;1
091;MARCELO PETRONE;4
091;JOÃO PELA;11
091;DORINHA;1
091;BETINHA DE LÉ;2
091;EDSON MIRANDA;131
091;ZOIM;1
091;THIAGO DURÃES;7
091;TIÃO DE OLEGARIO;25
091;MARIA CLARA;1
091;HENILTON IMÓVEIS;4
091;BENE DA BALANÇA;1
091;EILTON SANTIAGO;1
091;CARLIM;2
092;LORIM DA PADARIA;1
092;CLAUDIO SAMPA;1
092;LICO DA MATRONA;8
092;TAZINHA;1
092;THIAGO DURÃES;92
092;JUNIO BARBOSA;1
092;GERALDINHO;2
092;TIÃO DE OLEGARIO;10
092;MARIA CLARA;2
092;ANDRE CAIRES;8
092;MOACIR OLIVEIRA;1
092;ZEZINHO DO SALÃO;1
092;JADSON;9
092;DAYANNE CARDOSO;1
092;ERIC ERLON;1
092;GENIVALDO BARROS;1
092;JOÃO LUIZ DE NEGÃO;1
092;EILTON SANTIAGO;101
092;ALAN MIRANDA;1
092;PATTY;1
092;CARLIM;4
093;LICO DA MATRONA;2
093;BETINHA DE LÉ;1
093;TAZINHA;1
093;THIAGO DURÃES;131
093;JUNIO BARBOSA;1
093;GERALDINHO;18
093;TIÃO DE OLEGARIO;8
093;KÉSLEY;1
093;ANDRE CAIRES;6
093;MOACIR OLIVEIRA;1
093;ZEZINHO DO SALÃO;4
093;JADSON;3
093;BENE DA BALANÇA;1
093;LEILIANE PROFESSORA;1
093;VAGNER DA DENGUE;1
093;DAYANNE CARDOSO;1
093;GENIVALDO BARROS;1
093;JOÃO LUIZ DE NEGÃO;2
093;EILTON SANTIAGO;101
093;CARLIM;4
094;LICO DA MATRONA;5
094;EDSON MIRANDA;1
094;TAZINHA;1
094;THIAGO DURÃES;124
094;JUNIO BARBOSA;1
094;GERALDINHO;4
094;TIÃO DE OLEGARIO;4
094;MARIA CLARA;1
094;ANDRE CAIRES;7
094;MOACIR OLIVEIRA;3
094;ZEZINHO DO SALÃO;2
094;JADSON;5
094;BENE DA BALANÇA;1
094;ERIC ERLON;1
094;EILTON SANTIAGO;94
094;ALAN MIRANDA;1
094;CARLIM;5
095;MARCELO PETRONE;3
095;LICO DA MATRONA;5
095;EDSON MIRANDA;1
095;THIAGO DURÃES;102
095;CLEYTON GARDENAL;1
095;JUNIO BARBOSA;1
095;GERALDINHO;4
095;TIÃO DE OLEGARIO;6
095;MESSIAS;1
095;KÉSLEY;2
095;ANDRE CAIRES;13
095;MOACIR OLIVEIRA;2
095;JADSON;1
095;BENE DA BALANÇA;1
095;EILTON SANTIAGO;92
095;JUNIOR GARÇOM;1
095;CARLIM;6
096;MARCELO PETRONE;3
096;DORINHA;4
096;BETINHA DE LÉ;12
096;RAFA XCAR;1
096;EDSON MIRANDA;15
096;EVANDRO PINHO;6
096;NADIA FRANCO;1
096;TIÃO DE OLEGARIO;58
096;MARIA CLARA;37
096;MOACIR OLIVEIRA;7
096;PEDINHA DO BAR;1
096;JADSON;13
096;BENE DA BALANÇA;1
096;LIA DE BIDA;1
096;JOÃO LUIZ DE NEGÃO;2
096;EILTON SANTIAGO;16
096;FABIO SALES;14
096;JUNIOR GARÇOM;2
096;SELMA MORENA;1
102;MARCELO PETRONE;35
102;LORIM DA PADARIA;8
102;JOÃO PELA;7
102;MARINA SANTANA;1
102;VICTOR MOTORISTA BODÃO;1
102;CLAUDIO SAMPA;3
102;DORINHA;3
102;BETINHA DE LÉ;9
102;EDSON MIRANDA;7
102;ZOIM;1
102;TAZINHA;2
102;PRISCILA MATOS;2
102;EVANDRO PINHO;2
102;GIL PAGÓLE;1
102;NADIA FRANCO;2
102;THIAGO DURÃES;10
102;JUNIO BARBOSA;6
102;GERALDINHO;1
102;NILO DO TAXI;6
102;TIÃO DE OLEGARIO;5
102;MESSIAS;1
102;NINHÃO;1
102;KÉSLEY;6
102;MARIA CLARA;2
102;JOÃO ERIK PROTETOR;1
102;MOACIR OLIVEIRA;2
102;GATINHO SARMENTO;2
102;JUAREZ DO TRATOR;1
102;HENILTON IMÓVEIS;3
102;ÍCARO CABELEREIRO;3
102;GERALDO DO PINCH;1
102;ZEZINHO DO SALÃO;7
102;SERGINHO DA AUTO ELETRICA;3
102;LETICIA ASSISTENTE SOCIAL;3
102;MAERCIO;1
102;JADSON;19
102;JOÃO DETETIVE;10
102;BENE DA BALANÇA;1
102;VILSINHO;1
102;VAGNER DA DENGUE;1
102;MOREIRA;13
102;PEU;5
102;CID RODRIGUES;1
102;SAMUEL RODRIGUES;1
102;DAYANNE CARDOSO;5
102;ZE MILTON;1
102;ERIC ERLON;7
102;MAURICIO COSTA;3
102;GENIVALDO BARROS;2
102;DILSON CORINGA DO BOI DE JANEI;3
102;ELIANY MAE ATIPICA;1
102;FABIO SOUZA;1
102;CAROL RODRIGUES;1
102;JOÃO LUIZ DE NEGÃO;16
102;EILTON SANTIAGO;3
102;JARBINHAS;3
102;GERSON TEIXEIRA;1
102;JUNIOR GARÇOM;4
102;CARLIM;7
104;MARCELO PETRONE;32
104;LORIM DA PADARIA;4
104;JOÃO PELA;6
104;VICTOR MOTORISTA BODÃO;1
104;CLAUDIO SAMPA;2
104;ADEMIR PEDREIRO;1
104;VERONICA CHAVES;2
104;DORINHA;3
104;BETINHA DE LÉ;8
104;ORALDO MARTINS;1
104;WESLEY GARÇOM;1
104;PEDRO (PH);1
104;YASMIM SOARES;1
104;DIM DEFICIENTE VISUAL;1
104;EDSON MIRANDA;6
104;TAZINHA;3
104;PRISCILA MATOS;4
104;GIL PAGÓLE;1
104;NADIA FRANCO;2
104;THIAGO DURÃES;10
104;CLEYTON GARDENAL;1
104;JUNIO BARBOSA;2
104;NILO DO TAXI;3
104;TIÃO DE OLEGARIO;8
104;MESSIAS;3
104;NINHÃO;1
104;KÉSLEY;4
104;MARIA CLARA;7
104;AGNELO MEDINA;1
104;JOÃO ERIK PROTETOR;1
104;MOACIR OLIVEIRA;4
104;MÁRCIO EVENTOS;1
104;GATINHO SARMENTO;1
104;JUAREZ DO TRATOR;3
104;HENILTON IMÓVEIS;3
104;ÍCARO CABELEREIRO;3
104;ZEZINHO DO SALÃO;7
104;RUBINHO ENFERMEIRO;1
104;SERGINHO DA AUTO ELETRICA;2
104;LETICIA ASSISTENTE SOCIAL;4
104;MAERCIO;2
104;CIDA;1
104;PEDINHA DO BAR;1
104;JADSON;14
104;JOÃO DETETIVE;6
104;BENE DA BALANÇA;1
104;LIA DE BIDA;1
104;CLAUDINHA;1
104;MOREIRA;18
104;PEU;1
104;CID RODRIGUES;3
104;DAYANNE CARDOSO;2
104;ZE MILTON;3
104;ERIC ERLON;4
104;MAURICIO COSTA;1
104;GENIVALDO BARROS;1
104;DILSON CORINGA DO BOI DE JANEI;2
104;ELIANY MAE ATIPICA;2
104;FABIO SOUZA;1
104;JOÃO LUIZ DE NEGÃO;26
104;EILTON SANTIAGO;4
104;JARBINHAS;3
104;ALAN MIRANDA;2
104;FABIO SALES;1
104;JUNIOR GARÇOM;4
104;CARLIM;6
108;MARCELO PETRONE;25
108;LORIM DA PADARIA;2
108;JOÃO PELA;6
108;VICTOR MOTORISTA BODÃO;1
108;CLAUDIO SAMPA;1
108;ADEMIR PEDREIRO;1
108;VERONICA CHAVES;2
108;VALDECIR BADEGA;1
108;DORINHA;9
108;BETINHA DE LÉ;6
108;PEDRO (PH);1
108;RAFA XCAR;1
108;YASMIM SOARES;1
108;DIM DEFICIENTE VISUAL;1
108;EDSON MIRANDA;2
108;ZOIM;1
108;TAZINHA;8
108;PRISCILA MATOS;2
108;EVANDRO PINHO;6
108;SOLY;1
108;THIAGO DURÃES;10
108;JUNIO BARBOSA;6
108;NILO DO TAXI;3
108;TIÃO DE OLEGARIO;11
108;MESSIAS;2
108;NINHÃO;6
108;KÉSLEY;2
108;MARIA CLARA;6
108;ELIETE SILVEIRA;1
108;GATINHO SARMENTO;2
108;HENILTON IMÓVEIS;10
108;GERALDO DO PINCH;1
108;ZEZINHO DO SALÃO;13
108;LUCAS BAIXINHO;1
108;SERGINHO DA AUTO ELETRICA;1
108;LETICIA ASSISTENTE SOCIAL;8
108;MAERCIO;3
108;CIDA;1
108;JADSON;19
108;JOÃO DETETIVE;7
108;DALVA;1
108;BENE DA BALANÇA;5
108;VILSINHO;1
108;VAGNER DA DENGUE;3
108;MOREIRA;7
108;PEU;3
108;CID RODRIGUES;2
108;ELIZENE;1
108;DAYANNE CARDOSO;2
108;ZE MILTON;5
108;ERIC ERLON;7
108;DILSON CORINGA DO BOI DE JANEI;2
108;ELIANY MAE ATIPICA;1
108;CAROL RODRIGUES;1
108;JOÃO LUIZ DE NEGÃO;16
108;EILTON SANTIAGO;6
108;JARBINHAS;3
108;ALAN MIRANDA;1
108;FABIO SALES;2
108;JUNIOR GARÇOM;12
108;CARLIM;13
108;SELMA MORENA;1
109;MARCELO PETRONE;27
109;LORIM DA PADARIA;7
109;JOÃO PELA;2
109;VICTOR MOTORISTA BODÃO;1
109;CLAUDIO SAMPA;2
109;VERONICA CHAVES;1
109;VALDECIR BADEGA;3
109;DORINHA;2
109;BETINHA DE LÉ;1
109;RAFA XCAR;1
109;YASMIM SOARES;1
109;DIM DEFICIENTE VISUAL;1
109;EDSON MIRANDA;5
109;ZOIM;1
109;TAZINHA;1
109;PRISCILA MATOS;3
109;EVANDRO PINHO;1
109;SOLY;1
109;GIL PAGÓLE;3
109;NADIA FRANCO;2
109;THIAGO DURÃES;3
109;CLEYTON GARDENAL;1
109;JUNIO BARBOSA;27
109;NILO DO TAXI;1
109;TIÃO DE OLEGARIO;4
109;MESSIAS;1
109;NINHÃO;3
109;KÉSLEY;1
109;MARIA CLARA;9
109;JOÃO ERIK PROTETOR;1
109;MOACIR OLIVEIRA;5
109;MÁRCIO EVENTOS;2
109;GATINHO SARMENTO;1
109;JUAREZ DO TRATOR;1
109;HENILTON IMÓVEIS;6
109;ÍCARO CABELEREIRO;7
109;ZEZINHO DO SALÃO;23
109;LUCAS BAIXINHO;2
109;RUBINHO ENFERMEIRO;1
109;SERGINHO DA AUTO ELETRICA;1
109;LETICIA ASSISTENTE SOCIAL;1
109;MAERCIO;1
109;PEDINHA DO BAR;2
109;JADSON;15
109;JOÃO DETETIVE;16
109;BENE DA BALANÇA;4
109;LEILIANE PROFESSORA;2
109;LIA DE BIDA;1
109;VILSINHO;4
109;MOREIRA;9
109;PEU;1
109;GLAUBER DA SAÚDE;1
109;ZE MILTON;2
109;ERIC ERLON;5
109;MAURICIO COSTA;1
109;FABIO SOUZA;1
109;CAROL RODRIGUES;1
109;JOÃO LUIZ DE NEGÃO;24
109;EILTON SANTIAGO;4
109;JARBINHAS;2
109;GERSON TEIXEIRA;1
109;ALAN MIRANDA;1
109;FABIO SALES;1
109;PATTY;1
109;JUNIOR GARÇOM;6
109;CARLIM;7
110;MARCELO PETRONE;40
110;LORIM DA PADARIA;7
110;JOÃO PELA;12
110;MARINA SANTANA;1
110;VICTOR MOTORISTA BODÃO;1
110;VERONICA CHAVES;1
110;VALDECIR BADEGA;1
110;DORINHA;3
110;HIANCA FERREIRA;1
110;BETINHA DE LÉ;5
110;WESLEY GARÇOM;1
110;EDSON MIRANDA;3
110;ZOIM;1
110;TAZINHA;1
110;PRISCILA MATOS;1
110;EVANDRO PINHO;6
110;GIL PAGÓLE;2
110;THIAGO DURÃES;1
110;JUNIO BARBOSA;11
110;PALOMA PIPOQUINHA;1
110;NILO DO TAXI;1
110;TIÃO DE OLEGARIO;5
110;MESSIAS;1
110;NINHÃO;1
110;KÉSLEY;5
110;MARIA CLARA;11
110;JOÃO ERIK PROTETOR;2
110;MOACIR OLIVEIRA;3
110;ELIETE SILVEIRA;1
110;GATINHO SARMENTO;3
110;JUAREZ DO TRATOR;2
110;HENILTON IMÓVEIS;2
110;ÍCARO CABELEREIRO;1
110;ZEZINHO DO SALÃO;4
110;SERGINHO DA AUTO ELETRICA;5
110;LETICIA ASSISTENTE SOCIAL;4
110;MAERCIO;2
110;PEDINHA DO BAR;1
110;JADSON;23
110;JOÃO DETETIVE;3
110;BENE DA BALANÇA;3
110;LIA DE BIDA;1
110;VILSINHO;2
110;MOREIRA;14
110;PEU;5
110;CID RODRIGUES;4
110;DAYANNE CARDOSO;1
110;ZE MILTON;1
110;ERIC ERLON;7
110;MAURICIO COSTA;1
110;GENIVALDO BARROS;1
110;DILSON CORINGA DO BOI DE JANEI;1
110;FABIO SOUZA;1
110;JOÃO LUIZ DE NEGÃO;18
110;EILTON SANTIAGO;6
110;JARBINHAS;1
110;ALAN MIRANDA;1
110;PATTY;1
110;JUNIOR GARÇOM;4
110;CARLIM;12
111;MARCELO PETRONE;23
111;LORIM DA PADARIA;1
111;JOÃO PELA;12
111;MARINA SANTANA;1
111;VICTOR MOTORISTA BODÃO;3
111;CLAUDIO SAMPA;1
111;ADEMIR PEDREIRO;1
111;ANISIA DO SANTO ANTONIO;1
111;DORINHA;1
111;BETINHA DE LÉ;11
111;LUIS VINICIUS DO CANTINHO;2
111;RAFA XCAR;1
111;EDSON MIRANDA;7
111;ZOIM;3
111;TAZINHA;6
111;EVANDRO PINHO;1
111;GIL PAGÓLE;1
111;NADIA FRANCO;1
111;THIAGO DURÃES;10
111;JUNIO BARBOSA;1
111;TIÃO DE OLEGARIO;13
111;MESSIAS;2
111;KÉSLEY;1
111;MARIA CLARA;8
111;JOÃO ERIK PROTETOR;1
111;MOACIR OLIVEIRA;6
111;TINA SOARES;1
111;ELLEN JÉSSICA;1
111;GATINHO SARMENTO;2
111;JUAREZ DO TRATOR;1
111;HENILTON IMÓVEIS;11
111;ZEZINHO DO SALÃO;9
111;SERGINHO DA AUTO ELETRICA;6
111;LETICIA ASSISTENTE SOCIAL;1
111;MAERCIO;4
111;PEDINHA DO BAR;2
111;JADSON;15
111;JOÃO DETETIVE;5
111;JO DA PADARIA;2
111;BENE DA BALANÇA;3
111;LEILIANE PROFESSORA;2
111;LIA DE BIDA;6
111;VILSINHO;1
111;VAGNER DA DENGUE;3
111;MOREIRA;8
111;PEU;1
111;GLAUBER DA SAÚDE;2
111;CID RODRIGUES;1
111;SAMUEL RODRIGUES;1
111;DAYANNE CARDOSO;1
111;ZE MILTON;1
111;ERIC ERLON;4
111;MAURICIO COSTA;1
111;GENIVALDO BARROS;1
111;ELIANY MAE ATIPICA;2
111;FABIO SOUZA;1
111;CAROL RODRIGUES;3
111;JOÃO LUIZ DE NEGÃO;14
111;EILTON SANTIAGO;14
111;JARBINHAS;2
111;GERSON TEIXEIRA;1
111;ALAN MIRANDA;2
111;FABIO SALES;1
111;JUNIOR GARÇOM;7
111;CARLIM;7
