SECAO;CANDIDATO;VOTOS
111;HAYANNE ERIKA;1
111;SELMA MORENA;1
113;MARCELO PETRONE;27
113;LORIM DA PADARIA;1
113;JOÃO PELA;4
113;VERONICA CHAVES;1
113;VALDECIR BADEGA;2
113;DORINHA;7
113;BETINHA DE LÉ;2
113;DIM DEFICIENTE VISUAL;1
113;EDSON MIRANDA;1
113;ZOIM;1
113;TAZINHA;2
113;PRISCILA MATOS;3
113;EVANDRO PINHO;3
113;NADIA FRANCO;1
113;THIAGO DURÃES;6
113;JUNIO BARBOSA;8
113;PALOMA PIPOQUINHA;1
113;NILO DO TAXI;2
113;TIÃO DE OLEGARIO;3
113;MESSIAS;4
113;NINHÃO;29
113;MARIA CLARA;5
113;MOACIR OLIVEIRA;3
113;ELIETE SILVEIRA;1
113;GATINHO SARMENTO;1
113;ÍCARO CABELEREIRO;1
113;ZEZINHO DO SALÃO;4
113;RUBINHO ENFERMEIRO;2
113;LETICIA ASSISTENTE SOCIAL;2
113;PEDINHA DO BAR;1
113;JADSON;42
113;JOÃO DETETIVE;9
113;BENE DA BALANÇA;2
113;LIA DE BIDA;1
113;MOREIRA;5
113;PEU;1
113;CID RODRIGUES;1
113;SAMUEL RODRIGUES;1
113;DAYANNE CARDOSO;1
113;ERIC ERLON;3
113;MAURICIO COSTA;1
113;DILSON CORINGA DO BOI DE JANEI;6
113;DAOZINHO DO BAR;1
113;JOÃO LUIZ DE NEGÃO;14
113;EILTON SANTIAGO;3
113;JARBINHAS;5
113;GERSON TEIXEIRA;1
113;FABIO SALES;2
113;JUNIOR GARÇOM;4
113;CARLIM;5
114;LORIM DA PADARIA;2
114;LICO DA MATRONA;2
114;PRISCILA MATOS;1
114;THIAGO DURÃES;117
114;GERALDINHO;4
114;TIÃO DE OLEGARIO;13
114;ANDRE CAIRES;10
114;MOACIR OLIVEIRA;2
114;JADSON;7
114;JOÃO DETETIVE;1
114;CID RODRIGUES;2
114;GENIVALDO BARROS;1
114;EILTON SANTIAGO;115
114;CARLIM;2
115;MARCELO PETRONE;19
115;JOÃO PELA;4
115;MARINA SANTANA;1
115;VICTOR MOTORISTA BODÃO;3
115;VERONICA CHAVES;3
115;VALDECIR BADEGA;3
115;DORINHA;3
115;BETINHA DE LÉ;5
115;YASMIM SOARES;3
115;EDSON MIRANDA;4
115;ZOIM;1
115;TAZINHA;3
115;PRISCILA MATOS;2
115;SOLY;1
115;GIL PAGÓLE;2
115;NADIA FRANCO;2
115;THIAGO DURÃES;7
115;CLEYTON GARDENAL;1
115;JUNIO BARBOSA;19
115;NILO DO TAXI;2
115;TIÃO DE OLEGARIO;4
115;MESSIAS;1
115;NINHÃO;4
115;KÉSLEY;2
115;MARIA CLARA;6
115;JOÃO ERIK PROTETOR;1
115;MOACIR OLIVEIRA;3
115;MÁRCIO EVENTOS;2
115;GATINHO SARMENTO;1
115;HENILTON IMÓVEIS;3
115;ÍCARO CABELEREIRO;3
115;ZEZINHO DO SALÃO;16
115;SERGINHO DA AUTO ELETRICA;2
115;MAERCIO;2
115;CIDA;1
115;JADSON;8
115;JOÃO DETETIVE;15
115;BENE DA BALANÇA;3
115;LIA DE BIDA;1
115;CLAUDINHA;2
115;MOREIRA;18
115;PEU;1
115;CID RODRIGUES;2
115;SAMUEL RODRIGUES;1
115;DAYANNE CARDOSO;1
115;ZE MILTON;5
115;ERIC ERLON;4
115;ESTÉ DO BRIGADEIRO;1
115;ELIANY MAE ATIPICA;1
115;FABIO SOUZA;1
115;JOÃO LUIZ DE NEGÃO;26
115;EILTON SANTIAGO;14
115;JARBINHAS;2
115;FABIO SALES;1
115;JUNIOR GARÇOM;7
115;CARLIM;6
115;HAYANNE ERIKA;1
115;SELMA MORENA;1
116;MARCELO PETRONE;25
116;LORIM DA PADARIA;2
116;JOÃO PELA;3
116;MARINA SANTANA;1
116;ADEMIR PEDREIRO;2
116;VERONICA CHAVES;4
116;ANISIA DO SANTO ANTONIO;1
116;VALDECIR BADEGA;1
116;DORINHA;2
116;BETINHA DE LÉ;1
116;DIM DEFICIENTE VISUAL;3
116;EDSON MIRANDA;2
116;TAZINHA;3
116;EVANDRO PINHO;3
116;GIL PAGÓLE;2
116;THIAGO DURÃES;5
116;JUNIO BARBOSA;10
116;PALOMA PIPOQUINHA;1
116;NILO DO TAXI;3
116;TIÃO DE OLEGARIO;5
116;MESSIAS;1
116;NINHÃO;22
116;MARIA CLARA;12
116;MOACIR OLIVEIRA;1
116;ELIETE SILVEIRA;1
116;HENILTON IMÓVEIS;3
116;ÍCARO CABELEREIRO;1
116;ZEZINHO DO SALÃO;3
116;RUBINHO ENFERMEIRO;3
116;SERGINHO DA AUTO ELETRICA;2
116;LETICIA ASSISTENTE SOCIAL;2
116;MAERCIO;2
116;PEDINHA DO BAR;2
116;JADSON;40
116;JOÃO DETETIVE;8
116;DALVA;1
116;BENE DA BALANÇA;3
116;CLAUDINHA;1
116;VILSINHO;1
116;VAGNER DA DENGUE;1
116;MOREIRA;7
116;GLAUBER DA SAÚDE;2
116;DAYANNE CARDOSO;1
116;ZE MILTON;1
116;ERIC ERLON;3
116;GENIVALDO BARROS;1
116;DILSON CORINGA DO BOI DE JANEI;2
116;FABIO SOUZA;1
116;CAROL RODRIGUES;2
116;JOÃO LUIZ DE NEGÃO;16
116;EILTON SANTIAGO;5
116;JARBINHAS;1
116;FABIO SALES;1
116;JUNIOR GARÇOM;5
116;CARLIM;1
116;SELMA MORENA;1
117;MARCELO PETRONE;26
117;LORIM DA PADARIA;2
117;JOÃO PELA;5
117;MARINA SANTANA;3
117;VICTOR MOTORISTA BODÃO;1
117;CLAUDIO SAMPA;3
117;ADEMIR PEDREIRO;1
117;VERONICA CHAVES;1
117;VALDECIR BADEGA;1
117;DORINHA;5
117;HIANCA FERREIRA;1
117;BETINHA DE LÉ;6
117;GISELE;1
117;ORALDO MARTINS;2
117;EDSON MIRANDA;3
117;ZOIM;8
117;TAZINHA;5
117;PRISCILA MATOS;7
117;SOLY;1
117;GIL PAGÓLE;1
117;THIAGO DURÃES;11
117;CLEYTON GARDENAL;1
117;JUNIO BARBOSA;1
117;PALOMA PIPOQUINHA;1
117;NILO DO TAXI;4
117;TIÃO DE OLEGARIO;9
117;KÉSLEY;4
117;MARIA CLARA;8
117;JOÃO ERIK PROTETOR;3
117;NILCE ARTESÃ;1
117;MOACIR OLIVEIRA;5
117;ELLEN JÉSSICA;1
117;JUAREZ DO TRATOR;2
117;HENILTON IMÓVEIS;3
117;ZEZINHO DO SALÃO;15
117;LUCAS BAIXINHO;1
117;SERGINHO DA AUTO ELETRICA;7
117;LETICIA ASSISTENTE SOCIAL;1
117;MAERCIO;2
117;JADSON;16
117;JOÃO DETETIVE;5
117;JO DA PADARIA;1
117;BENE DA BALANÇA;4
117;LIA DE BIDA;4
117;VILSINHO;1
117;MOREIRA;6
117;PEU;6
117;GLAUBER DA SAÚDE;2
117;DAYANNE CARDOSO;1
117;ZE MILTON;1
117;ERIC ERLON;3
117;MAURICIO COSTA;1
117;FABIO SOUZA;2
117;JOÃO LUIZ DE NEGÃO;17
117;EILTON SANTIAGO;10
117;GERSON TEIXEIRA;1
117;FABIO SALES;1
117;JUNIOR GARÇOM;8
117;CARLIM;7
118;MARCELO PETRONE;22
118;LORIM DA PADARIA;3
118;JOÃO PELA;14
118;MARINA SANTANA;1
118;VICTOR MOTORISTA BODÃO;1
118;CLAUDIO SAMPA;2
118;VERONICA CHAVES;6
118;ANISIA DO SANTO ANTONIO;3
118;DORINHA;4
118;HIANCA FERREIRA;2
118;BETINHA DE LÉ;11
118;LUIS VINICIUS DO CANTINHO;1
118;ORALDO MARTINS;1
118;WESLEY GARÇOM;2
118;DIM DEFICIENTE VISUAL;1
118;MARLY;2
118;EDSON MIRANDA;9
118;TAZINHA;8
118;PRISCILA MATOS;2
118;EVANDRO PINHO;2
118;THIAGO DURÃES;9
118;CLEYTON GARDENAL;1
118;JUNIO BARBOSA;4
118;NILO DO TAXI;4
118;TIÃO DE OLEGARIO;13
118;MESSIAS;1
118;LEIDE DA SAÚDE;1
118;NINHÃO;1
118;MARIA CLARA;9
118;AGNELO MEDINA;1
118;JOÃO ERIK PROTETOR;1
118;NILCE ARTESÃ;3
118;MOACIR OLIVEIRA;6
118;ELIETE SILVEIRA;1
118;GATINHO SARMENTO;3
118;JUAREZ DO TRATOR;1
118;HENILTON IMÓVEIS;3
118;ÍCARO CABELEREIRO;1
118;GERALDO DO PINCH;1
118;ZEZINHO DO SALÃO;5
118;LUCAS BAIXINHO;2
118;RUBINHO ENFERMEIRO;3
118;SERGINHO DA AUTO ELETRICA;6
118;LETICIA ASSISTENTE SOCIAL;2
118;MAERCIO;5
118;CIDA;1
118;PEDINHA DO BAR;1
118;JADSON;13
118;JOÃO DETETIVE;4
118;JO DA PADARIA;1
118;BENE DA BALANÇA;8
118;LEILIANE PROFESSORA;1
118;VILSINHO;2
118;MOREIRA;5
118;PEU;2
118;GLAUBER DA SAÚDE;2
118;CID RODRIGUES;1
118;ZE MILTON;1
118;ERIC ERLON;2
118;GENIVALDO BARROS;3
118;DILSON CORINGA DO BOI DE JANEI;1
118;DAOZINHO DO BAR;1
118;CAROL RODRIGUES;4
118;JOÃO LUIZ DE NEGÃO;7
118;EILTON SANTIAGO;11
118;JARBINHAS;1
118;FABIO SALES;2
118;PATTY;1
118;JUNIOR GARÇOM;7
118;CARLIM;10
118;SELMA MORENA;1
119;MARCELO PETRONE;26
119;LORIM DA PADARIA;1
119;JOÃO PELA;1
119;MARINA SANTANA;1
119;CLAUDIO SAMPA;1
119;VERONICA CHAVES;1
119;VALDECIR BADEGA;1
119;DORINHA;3
119;BETINHA DE LÉ;5
119;PEDRO (PH);1
119;EDSON MIRANDA;6
119;ZOIM;1
119;TAZINHA;5
119;PRISCILA MATOS;2
119;EVANDRO PINHO;1
119;GIL PAGÓLE;1
119;THIAGO DURÃES;3
119;CLEYTON GARDENAL;2
119;JUNIO BARBOSA;32
119;NILO DO TAXI;5
119;TIÃO DE OLEGARIO;7
119;MESSIAS;3
119;NINHÃO;2
119;KÉSLEY;3
119;MARIA CLARA;10
119;MOACIR OLIVEIRA;7
119;HENILTON IMÓVEIS;3
119;ÍCARO CABELEREIRO;3
119;ZEZINHO DO SALÃO;17
119;RUBINHO ENFERMEIRO;1
119;SERGINHO DA AUTO ELETRICA;1
119;LETICIA ASSISTENTE SOCIAL;1
119;CIDA;1
119;PEDINHA DO BAR;2
119;JADSON;9
119;JOÃO DETETIVE;15
119;BENE DA BALANÇA;2
119;LIA DE BIDA;1
119;CLAUDINHA;1
119;VILSINHO;1
119;MOREIRA;16
119;GLAUBER DA SAÚDE;1
119;CID RODRIGUES;2
119;SAMUEL RODRIGUES;1
119;DAYANNE CARDOSO;2
119;ERIC ERLON;4
119;MAURICIO COSTA;1
119;GENIVALDO BARROS;2
119;FABIO SOUZA;2
119;CAROL RODRIGUES;1
119;JOÃO LUIZ DE NEGÃO;20
119;EILTON SANTIAGO;8
119;FABIO SALES;2
119;JUNIOR GARÇOM;10
119;CARLIM;9
121;MARCELO PETRONE;27
121;LORIM DA PADARIA;4
121;JOÃO PELA;17
121;MARINA SANTANA;1
121;CLAUDIO SAMPA;1
121;ADEMIR PEDREIRO;1
121;VERONICA CHAVES;4
121;VALDECIR BADEGA;1
121;DORINHA;2
121;HIANCA FERREIRA;2
121;BETINHA DE LÉ;8
121;LUIS VINICIUS DO CANTINHO;1
121;ORALDO MARTINS;2
121;DIM DEFICIENTE VISUAL;1
121;MARLY;1
121;EDSON MIRANDA;2
121;TAZINHA;7
121;PRISCILA MATOS;2
121;EVANDRO PINHO;2
121;GIL PAGÓLE;2
121;NADIA FRANCO;1
121;THIAGO DURÃES;16
121;CLEYTON GARDENAL;3
121;JUNIO BARBOSA;3
121;NILO DO TAXI;5
121;TIÃO DE OLEGARIO;15
121;MESSIAS;1
121;LEIDE DA SAÚDE;2
121;NINHÃO;1
121;KÉSLEY;4
121;MARIA CLARA;8
121;JOÃO ERIK PROTETOR;1
121;MOACIR OLIVEIRA;5
121;ELIETE SILVEIRA;1
121;GATINHO SARMENTO;2
121;JUAREZ DO TRATOR;2
121;HENILTON IMÓVEIS;3
121;ZEZINHO DO SALÃO;6
121;LUCAS BAIXINHO;5
121;SERGINHO DA AUTO ELETRICA;4
121;LETICIA ASSISTENTE SOCIAL;1
121;MAERCIO;3
121;CIDA;2
121;PEDINHA DO BAR;2
121;JADSON;13
121;JOÃO DETETIVE;11
121;JO DA PADARIA;2
121;BENE DA BALANÇA;8
121;LEILIANE PROFESSORA;1
121;LIA DE BIDA;2
121;MOREIRA;10
121;PEU;2
121;GLAUBER DA SAÚDE;1
121;CID RODRIGUES;3
121;SAMUEL RODRIGUES;1
121;DAYANNE CARDOSO;2
121;ZE MILTON;1
121;ERIC ERLON;2
121;MAURICIO COSTA;1
121;ESTÉ DO BRIGADEIRO;1
121;GENIVALDO BARROS;6
121;DAOZINHO DO BAR;1
121;ELIANY MAE ATIPICA;1
121;FABIO SOUZA;1
121;CAROL RODRIGUES;2
121;JOÃO LUIZ DE NEGÃO;16
121;EILTON SANTIAGO;8
121;JARBINHAS;3
121;ALAN MIRANDA;4
121;JUNIOR GARÇOM;7
121;CARLIM;7
122;MARCELO PETRONE;17
122;LORIM DA PADARIA;4
122;JOÃO PELA;8
122;MARINA SANTANA;1
122;CLAUDIO SAMPA;1
122;VERONICA CHAVES;1
122;DORINHA;9
122;BETINHA DE LÉ;7
122;LUIS VINICIUS DO CANTINHO;1
122;ORALDO MARTINS;2
122;EDSON MIRANDA;5
122;ZOIM;9
122;TAZINHA;5
122;PRISCILA MATOS;3
122;EVANDRO PINHO;1
122;GIL PAGÓLE;2
122;THIAGO DURÃES;8
122;CLEYTON GARDENAL;3
122;JUNIO BARBOSA;4
122;PALOMA PIPOQUINHA;1
122;NILO DO TAXI;3
122;TIÃO DE OLEGARIO;10
122;MESSIAS;1
122;NINHÃO;1
122;KÉSLEY;1
122;MARIA CLARA;9
122;AGNELO MEDINA;3
122;JOÃO ERIK PROTETOR;1
122;MOACIR OLIVEIRA;8
122;ELIETE SILVEIRA;1
122;ELLEN JÉSSICA;1
122;GATINHO SARMENTO;3
122;HENILTON IMÓVEIS;8
122;ÍCARO CABELEREIRO;1
122;ZEZINHO DO SALÃO;5
122;LUCAS BAIXINHO;1
122;RUBINHO ENFERMEIRO;1
122;SERGINHO DA AUTO ELETRICA;8
122;MAERCIO;3
122;PEDINHA DO BAR;1
122;JADSON;16
122;JOÃO DETETIVE;3
122;DALVA;1
122;JO DA PADARIA;1
122;BENE DA BALANÇA;5
122;LIA DE BIDA;2
122;MOREIRA;7
122;PEU;1
122;ZE MILTON;1
122;ERIC ERLON;5
122;MAURICIO COSTA;3
122;GENIVALDO BARROS;1
122;DILSON CORINGA DO BOI DE JANEI;1
122;CAROL RODRIGUES;2
122;JOÃO LUIZ DE NEGÃO;15
122;EILTON SANTIAGO;4
122;JARBINHAS;3
122;ALAN MIRANDA;4
122;FABIO SALES;2
122;PATTY;1
122;JUNIOR GARÇOM;8
122;CARLIM;9
123;MARCELO PETRONE;21
123;LORIM DA PADARIA;6
123;JOÃO PELA;5
123;ADEMIR PEDREIRO;1
123;LICO DA MATRONA;1
123;VERONICA CHAVES;2
123;VALDECIR BADEGA;1
123;DORINHA;8
123;BETINHA DE LÉ;3
123;WESLEY GARÇOM;1
123;DIM DEFICIENTE VISUAL;6
123;EDSON MIRANDA;1
123;TAZINHA;2
123;GIL PAGÓLE;1
123;THIAGO DURÃES;9
123;JUNIO BARBOSA;9
123;NILO DO TAXI;1
123;TIÃO DE OLEGARIO;9
123;MESSIAS;2
123;NINHÃO;40
123;KÉSLEY;3
123;MARIA CLARA;3
123;JOÃO ERIK PROTETOR;1
123;MOACIR OLIVEIRA;1
123;TINA SOARES;1
123;HENILTON IMÓVEIS;1
123;ÍCARO CABELEREIRO;3
123;ZEZINHO DO SALÃO;9
123;RUBINHO ENFERMEIRO;4
123;LETICIA ASSISTENTE SOCIAL;2
123;MAERCIO;1
123;PEDINHA DO BAR;1
123;JADSON;35
123;JOÃO DETETIVE;9
123;DALVA;1
123;BENE DA BALANÇA;1
123;CLAUDINHA;1
123;MOREIRA;5
123;GLAUBER DA SAÚDE;3
123;CID RODRIGUES;2
123;ZE MILTON;1
123;ERIC ERLON;1
123;MAURICIO COSTA;1
123;GENIVALDO BARROS;2
123;DILSON CORINGA DO BOI DE JANEI;2
123;FABIO SOUZA;2
123;CAROL RODRIGUES;2
123;JOÃO LUIZ DE NEGÃO;12
123;EILTON SANTIAGO;3
123;JARBINHAS;3
123;ALAN MIRANDA;1
123;FABIO SALES;1
123;JUNIOR GARÇOM;5
123;CARLIM;5
124;MARCELO PETRONE;25
124;LORIM DA PADARIA;5
124;JOÃO PELA;10
124;MARINA SANTANA;2
124;CLAUDIO SAMPA;1
124;VERONICA CHAVES;2
124;ANISIA DO SANTO ANTONIO;2
124;VALDECIR BADEGA;1
124;DORINHA;5
124;HIANCA FERREIRA;1
124;BETINHA DE LÉ;5
124;ORALDO MARTINS;1
124;WESLEY GARÇOM;1
124;EDSON MIRANDA;9
124;ZOIM;1
124;TAZINHA;3
124;PRISCILA MATOS;3
124;THIAGO DURÃES;10
124;CLEYTON GARDENAL;3
124;JUNIO BARBOSA;5
124;NILO DO TAXI;8
124;TIÃO DE OLEGARIO;8
124;MESSIAS;2
124;LEIDE DA SAÚDE;1
124;NINHÃO;1
124;KÉSLEY;6
124;MARIA CLARA;12
124;JOÃO ERIK PROTETOR;1
124;NILCE ARTESÃ;2
124;MOACIR OLIVEIRA;12
124;GATINHO SARMENTO;1
124;JUAREZ DO TRATOR;3
124;HENILTON IMÓVEIS;6
124;ÍCARO CABELEREIRO;2
124;ZEZINHO DO SALÃO;4
124;LUCAS BAIXINHO;2
124;SERGINHO DA AUTO ELETRICA;4
124;LETICIA ASSISTENTE SOCIAL;2
124;MAERCIO;12
124;CIDA;1
124;PEDINHA DO BAR;1
124;JADSON;12
124;JOÃO DETETIVE;3
124;BENE DA BALANÇA;8
124;LEILIANE PROFESSORA;1
124;LIA DE BIDA;2
124;VILSINHO;1
124;VAGNER DA DENGUE;1
124;MOREIRA;7
124;PEU;2
124;CID RODRIGUES;4
124;DAYANNE CARDOSO;3
124;ZE MILTON;1
124;ERIC ERLON;4
124;MAURICIO COSTA;2
124;GENIVALDO BARROS;1
124;ELIANY MAE ATIPICA;1
124;CAROL RODRIGUES;2
124;JOÃO LUIZ DE NEGÃO;16
124;EILTON SANTIAGO;6
124;JARBINHAS;5
124;FABIO SALES;2
124;JUNIOR GARÇOM;8
124;CARLIM;9
125;MARCELO PETRONE;14
125;JOÃO PELA;7
125;MARINA SANTANA;1
125;CLAUDIO SAMPA;35
125;VERONICA CHAVES;2
125;DORINHA;5
125;BETINHA DE LÉ;6
125;TAZINHA;61
125;THIAGO DURÃES;4
125;CLEYTON GARDENAL;1
125;JUNIO BARBOSA;1
125;NILO DO TAXI;3
125;TIÃO DE OLEGARIO;3
125;MESSIAS;2
125;LEIDE DA SAÚDE;1
125;KÉSLEY;3
125;MARIA CLARA;4
125;MOACIR OLIVEIRA;1
125;GATINHO SARMENTO;1
125;ZEZINHO DO SALÃO;2
125;MAERCIO;1
125;JOÃO DETETIVE;1
125;BENE DA BALANÇA;1
125;LIA DE BIDA;2
125;CLAUDINHA;1
125;CID RODRIGUES;2
125;ERIC ERLON;1
125;DILSON CORINGA DO BOI DE JANEI;1
125;JOÃO LUIZ DE NEGÃO;2
125;ALAN MIRANDA;1
125;FABIO SALES;1
125;JUNIOR GARÇOM;3
125;CARLIM;2
131;MARCELO PETRONE;20
131;LORIM DA PADARIA;3
131;JOÃO PELA;5
131;ADEMIR PEDREIRO;1
131;VERONICA CHAVES;1
131;VALDECIR BADEGA;2
131;DORINHA;7
131;BETINHA DE LÉ;5
131;LUIS VINICIUS DO CANTINHO;2
131;ORALDO MARTINS;1
131;DIM DEFICIENTE VISUAL;1
131;EDSON MIRANDA;1
131;TAZINHA;2
131;PRISCILA MATOS;2
131;EVANDRO PINHO;3
131;GIL PAGÓLE;2
131;NADIA FRANCO;3
131;THIAGO DURÃES;2
131;JUNIO BARBOSA;33
131;PALOMA PIPOQUINHA;1
131;NILO DO TAXI;2
131;TIÃO DE OLEGARIO;3
131;NINHÃO;1
131;KÉSLEY;3
131;MARIA CLARA;7
131;AGNELO MEDINA;1
131;MOACIR OLIVEIRA;6
131;HENILTON IMÓVEIS;3
131;ÍCARO CABELEREIRO;3
131;GERALDO DO PINCH;1
131;ZEZINHO DO SALÃO;22
131;LETICIA ASSISTENTE SOCIAL;1
131;MAERCIO;1
131;PEDINHA DO BAR;2
131;JADSON;5
131;JOÃO DETETIVE;14
131;LIA DE BIDA;4
131;CLAUDINHA;2
131;VAGNER DA DENGUE;1
131;MOREIRA;10
131;PEU;1
131;GLAUBER DA SAÚDE;1
131;CID RODRIGUES;3
131;SAMUEL RODRIGUES;2
131;DAYANNE CARDOSO;1
131;ZE MILTON;1
131;ERIC ERLON;6
131;MAURICIO COSTA;2
131;ELIANY MAE ATIPICA;1
131;FABIO SOUZA;1
131;CAROL RODRIGUES;2
131;JOÃO LUIZ DE NEGÃO;25
131;EILTON SANTIAGO;7
131;JARBINHAS;4
131;PATTY;2
131;JUNIOR GARÇOM;9
131;CARLIM;6
131;SELMA MORENA;1
132;MARCELO PETRONE;38
132;LORIM DA PADARIA;1
132;JOÃO PELA;11
132;MARINA SANTANA;2
132;VICTOR MOTORISTA BODÃO;1
132;CLAUDIO SAMPA;1
132;ADEMIR PEDREIRO;1
132;VERONICA CHAVES;1
132;ANISIA DO SANTO ANTONIO;1
132;VALDECIR BADEGA;2
132;DORINHA;7
132;HIANCA FERREIRA;1
132;BETINHA DE LÉ;10
132;WESLEY GARÇOM;1
132;EDSON MIRANDA;4
132;ZOIM;1
132;TAZINHA;8
132;EVANDRO PINHO;2
132;THIAGO DURÃES;10
132;CLEYTON GARDENAL;1
132;JUNIO BARBOSA;1
132;GERALDINHO;1
132;NILO DO TAXI;7
132;TIÃO DE OLEGARIO;15
132;MESSIAS;2
132;LEIDE DA SAÚDE;1
132;NINHÃO;2
132;KÉSLEY;3
132;MARIA CLARA;8
132;JOÃO ERIK PROTETOR;2
132;MOACIR OLIVEIRA;5
132;MORGANA FIGUEIREDO;1
132;GATINHO SARMENTO;1
132;JUAREZ DO TRATOR;3
132;HENILTON IMÓVEIS;3
132;ZEZINHO DO SALÃO;5
132;LUCAS BAIXINHO;3
132;SERGINHO DA AUTO ELETRICA;7
132;LETICIA ASSISTENTE SOCIAL;1
132;MAERCIO;8
132;CIDA;4
132;JADSON;12
132;JOÃO DETETIVE;7
132;JO DA PADARIA;1
132;BENE DA BALANÇA;7
132;LEILIANE PROFESSORA;1
132;LIA DE BIDA;1
132;VILSINHO;1
132;MOREIRA;4
132;DAYANNE CARDOSO;2
132;ERIC ERLON;6
132;MAURICIO COSTA;2
132;GENIVALDO BARROS;6
132;ELIANY MAE ATIPICA;1
132;CAROL RODRIGUES;3
132;JOÃO LUIZ DE NEGÃO;16
132;EILTON SANTIAGO;4
132;JARBINHAS;3
132;GERSON TEIXEIRA;1
132;ALAN MIRANDA;1
132;JUNIOR GARÇOM;3
132;CARLIM;6
132;DEOLINDA DO FORRO;1
132;SELMA MORENA;1
134;MARCELO PETRONE;34
134;LORIM DA PADARIA;4
134;JOÃO PELA;7
134;MARINA SANTANA;1
134;VICTOR MOTORISTA BODÃO;2
134;CLAUDIO SAMPA;2
134;ADEMIR PEDREIRO;1
134;VERONICA CHAVES;2
134;ANISIA DO SANTO ANTONIO;1
134;DORINHA;5
134;HIANCA FERREIRA;1
134;BETINHA DE LÉ;4
134;EDSON MIRANDA;4
134;ZOIM;1
134;TAZINHA;2
134;PRISCILA MATOS;3
134;EVANDRO PINHO;2
134;NADIA FRANCO;1
134;THIAGO DURÃES;10
134;JUNIO BARBOSA;4
134;NILO DO TAXI;3
134;TIÃO DE OLEGARIO;2
134;NINHÃO;4
134;KÉSLEY;5
134;MARIA CLARA;17
134;JOÃO ERIK PROTETOR;2
134;MOACIR OLIVEIRA;4
134;MÁRCIO EVENTOS;1
134;GATINHO SARMENTO;2
134;HENILTON IMÓVEIS;10
134;ÍCARO CABELEREIRO;1
134;ZEZINHO DO SALÃO;5
134;SERGINHO DA AUTO ELETRICA;1
134;LETICIA ASSISTENTE SOCIAL;3
134;CIDA;2
134;JADSON;28
134;JOÃO DETETIVE;8
134;BENE DA BALANÇA;2
134;CLAUDINHA;1
134;VILSINHO;2
134;VAGNER DA DENGUE;1
